Date	Total Discharge (cfs)	Baseflow (cfs)	Stormflow (cfs)
10/22/1979	0.7	0.53	0.17
10/23/1979	0.95	0.53	0.42
10/24/1979	0.85	0.73	0.12
10/25/1979	0.82	0.73	0.09
10/26/1979	0.73	0.73	0
10/27/1979	0.72	0.72	0
10/28/1979	0.78	0.72	0.06
10/29/1979	0.78	0.72	0.06
10/30/1979	0.77	0.77	0
10/31/1979	0.78	0.77	0.01
11/1/1979	0.84	0.77	0.07
11/2/1979	0.77	0.77	0
11/3/1979	0.78	0.77	0.01
11/4/1979	0.78	0.77	0.01
11/5/1979	0.78	0.78	0
11/6/1979	1	0.78	0.22
11/7/1979	1	0.78	0.22
11/8/1979	0.96	0.86	0.1
11/9/1979	0.9	0.86	0.04
11/10/1979	0.86	0.86	0
11/11/1979	0.73	0.72	0.01
11/12/1979	0.75	0.72	0.03
11/13/1979	0.72	0.72	0
11/14/1979	0.78	0.78	0
11/15/1979	0.78	0.78	0
11/16/1979	0.78	0.78	0
11/17/1979	0.84	0.84	0
11/18/1979	0.84	0.84	0
11/19/1979	0.84	0.84	0
11/20/1979	0.85	0.85	0
11/21/1979	1.7	0.85	0.85
11/22/1979	1.6	0.85	0.75
11/23/1979	1.4	1.1	0.3
11/24/1979	1.2	1.1	0.1
11/25/1979	1.1	1.1	0
11/26/1979	2.6	1.8	0.8
11/27/1979	2.3	1.8	0.5
11/28/1979	1.8	1.8	0
11/29/1979	1.5	1.2	0.3
11/30/1979	1.4	1.2	0.2
12/1/1979	1.2	1.2	0
12/2/1979	1	0.9	0.1
12/3/1979	0.9	0.9	0
12/4/1979	0.9	0.9	0
12/5/1979	1	1	0
12/6/1979	1.1	1	0.1
12/7/1979	1.1	1	0.1
12/8/1979	0.85	0.85	0
12/9/1979	0.97	0.85	0.12
12/10/1979	0.91	0.85	0.06
12/11/1979	0.91	0.91	0
12/12/1979	0.97	0.91	0.06
12/13/1979	0.94	0.91	0.03
12/14/1979	0.78	0.78	0
12/15/1979	0.83	0.78	0.05
12/16/1979	0.89	0.78	0.11
12/17/1979	0.75	0.73	0.02
12/18/1979	0.73	0.73	0
12/19/1979	0.81	0.73	0.08
10/1/2007	5.4	4.2	1.2
10/2/2007	4.2	4.2	0
10/3/2007	4.4	4.2	0.2
10/4/2007	3.8	3.4	0.4
10/5/2007	3.6	3.4	0.2
10/6/2007	3.4	3.4	0
10/7/2007	3.2	3.2	0
10/8/2007	4.2	3.2	1
10/9/2007	3.6	3.2	0.4
10/10/2007	2.8	2.6	0.2
10/11/2007	3	2.6	0.4
10/12/2007	2.6	2.6	0
10/13/2007	2.6	2.6	0
10/14/2007	4.4	2.6	1.8
10/15/2007	4	2.6	1.4
10/16/2007	20	10	10
10/17/2007	10	10	0
10/18/2007	14	10	4
10/19/2007	7.06	4.03	3.03
10/20/2007	5.2	4.03	1.17
10/21/2007	4.03	4.03	0
10/22/2007	3.46	3.05	0.41
10/23/2007	3.36	3.05	0.31
10/24/2007	3.05	3.05	0
10/25/2007	2.58	2.49	0.09
10/26/2007	2.49	2.49	0
10/27/2007	2.5	2.49	0.01
10/28/2007	2.25	2.02	0.23
10/29/2007	2.11	2.02	0.09
10/30/2007	2.02	2.02	0
10/31/2007	1.97	1.76	0.21
11/1/2007	1.8	1.76	0.04
11/2/2007	1.76	1.76	0
11/3/2007	1.7	1.67	0.03
11/4/2007	1.69	1.67	0.02
11/5/2007	1.67	1.67	0
11/6/2007	1.6	1.51	0.09
11/7/2007	1.6	1.51	0.09
11/8/2007	1.51	1.51	0
11/9/2007	1.49	1.48	0.01
11/10/2007	1.48	1.48	0
11/11/2007	1.55	1.48	0.07
11/12/2007	1.54	1.45	0.09
11/13/2007	1.45	1.45	0
11/14/2007	1.72	1.45	0.27
11/15/2007	1.66	1.58	0.08
11/16/2007	1.58	1.58	0
11/17/2007	1.7	1.58	0.12
11/18/2007	1.8	1.8	0
11/19/2007	1.91	1.8	0.11
11/20/2007	1.92	1.8	0.12
11/21/2007	2.03	1.67	0.36
11/22/2007	1.99	1.67	0.32
11/23/2007	1.67	1.67	0
11/24/2007	1.59	1.59	0
11/25/2007	1.69	1.59	0.1
11/26/2007	1.7	1.59	0.11
11/27/2007	1.87	1.75	0.12
11/28/2007	1.83	1.75	0.08
11/29/2007	1.75	1.75	0
11/30/2007	1.59	1.4	0.19
12/1/2007	1.4	1.4	0
12/2/2007	1.6	1.4	0.2
12/3/2007	1.6	1.6	0
12/4/2007	1.6	1.6	0
12/5/2007	1.6	1.6	0
12/6/2007	1.5	1.3	0.2
12/7/2007	1.5	1.3	0.2
12/8/2007	1.3	1.3	0
12/9/2007	1.3	1.2	0.1
12/10/2007	1.3	1.2	0.1
12/11/2007	1.2	1.2	0
12/12/2007	1.1	1.1	0
12/13/2007	1.1	1.1	0
12/14/2007	1.1	1.1	0
12/15/2007	1.1	1.1	0
12/16/2007	1.1	1.1	0
12/17/2007	1.1	1.1	0
12/18/2007	1.2	1.1	0.1
12/19/2007	1.1	1.1	0
12/20/2007	1.1	1.1	0
12/21/2007	1.3	1.3	0
12/22/2007	2	1.3	0.7
12/23/2007	10	1.3	8.7
12/24/2007	8	4.6	3.4
12/25/2007	5.2	4.6	0.6
12/26/2007	4.6	4.6	0
12/27/2007	4	3.2	0.8
12/28/2007	3.6	3.2	0.4
12/29/2007	3.2	3.2	0
12/30/2007	2.8	2.4	0.4
12/31/2007	2.6	2.4	0.2
1/1/2008	2.4	2.4	0
1/2/2008	1.8	1.5	0.3
1/3/2008	1.5	1.5	0
1/4/2008	1.5	1.5	0
1/5/2008	1.8	1.8	0
1/6/2008	7	1.8	5.2
1/7/2008	46	1.8	44.2
1/8/2008	90	34	56
1/9/2008	50	34	16
1/10/2008	34	34	0
1/11/2008	26	17	9
1/12/2008	22	17	5
1/13/2008	17	17	0
1/14/2008	15	11	4
1/15/2008	13	11	2
1/16/2008	11	11	0
1/17/2008	10	7	3
1/18/2008	9	7	2
1/19/2008	7	7	0
1/20/2008	6.13	5.8	0.33
1/21/2008	5.8	5.8	0
1/22/2008	6.3	5.8	0.5
1/23/2008	6.13	5.39	0.74
1/24/2008	5.62	5.39	0.23
1/25/2008	5.39	5.39	0
1/26/2008	5.5	5.39	0.11
1/27/2008	5.39	5.39	0
1/28/2008	5.64	5.39	0.25
1/29/2008	10.81	6.67	4.14
1/30/2008	12.99	6.67	6.32
1/31/2008	6.67	6.67	0
2/1/2008	6.39	5.68	0.71
2/2/2008	5.99	5.68	0.31
2/3/2008	5.68	5.68	0
2/4/2008	5.8	5.8	0
2/5/2008	6	5.8	0.2
2/6/2008	6	5.8	0.2
2/7/2008	6	5.2	0.8
2/8/2008	5.8	5.2	0.6
2/9/2008	5.2	5.2	0
2/10/2008	5.4	5.4	0
2/11/2008	5.6	5.4	0.2
2/12/2008	5.6	5.4	0.2
2/13/2008	5.2	5	0.2
2/14/2008	5	5	0
2/15/2008	5	5	0
2/16/2008	5	5	0
2/17/2008	12	5	7
2/18/2008	20	5	15
2/19/2008	18	12	6
2/20/2008	15	12	3
2/21/2008	12	12	0
2/22/2008	11	9	2
2/23/2008	9.6	9	0.6
2/24/2008	9	9	0
2/25/2008	8.4	7	1.4
2/26/2008	7.6	7	0.6
2/27/2008	7	7	0
2/28/2008	6	6	0
2/29/2008	6	6	0
3/1/2008	6	6	0
3/2/2008	6.6	6.6	0
3/3/2008	20	6.6	13.4
3/4/2008	19	6.6	12.4
3/5/2008	16	12	4
3/6/2008	14	12	2
3/7/2008	12	12	0
3/8/2008	10	8.4	1.6
3/9/2008	9	8.4	0.6
3/10/2008	8.4	8.4	0
3/11/2008	9	9	0
3/12/2008	9.2	9	0.2
3/13/2008	23.51	9	14.51
3/14/2008	71.45	37.96	33.49
3/15/2008	56.52	37.96	18.56
3/16/2008	37.96	37.96	0
3/17/2008	29.99	29.99	0
3/18/2008	32.13	29.99	2.14
3/19/2008	50.33	29.99	20.34
3/20/2008	44.77	24.27	20.5
3/21/2008	31.54	24.27	7.27
3/22/2008	24.27	24.27	0
3/23/2008	22.4	21.07	1.33
3/24/2008	21.07	21.07	0
3/25/2008	30.11	21.07	9.04
3/26/2008	62.98	30.08	32.9
3/27/2008	48.26	30.08	18.18
3/28/2008	30.08	30.08	0
3/29/2008	25.68	24.44	1.24
3/30/2008	24.44	24.44	0
3/31/2008	68.75	24.44	44.31
4/1/2008	55.33	27.39	27.94
4/2/2008	33.49	27.39	6.1
4/3/2008	27.39	27.39	0
4/4/2008	28.57	19.99	8.58
4/5/2008	23.71	19.99	3.72
4/6/2008	19.99	19.99	0
4/7/2008	17.17	17.17	0
4/8/2008	31.19	17.17	14.02
4/9/2008	85.04	17.17	67.87
4/10/2008	82.41	68.25	14.16
4/11/2008	161.9	68.25	93.65
4/12/2008	68.25	68.25	0
4/13/2008	45.42	22.38	23.04
4/14/2008	28.37	22.38	5.99
4/15/2008	22.38	22.38	0
4/16/2008	18.63	13.63	5
4/17/2008	15.24	13.63	1.61
4/18/2008	13.63	13.63	0
4/19/2008	12.68	10.46	2.22
4/20/2008	11.53	10.46	1.07
4/21/2008	10.46	10.46	0
4/22/2008	10.31	9.29	1.02
4/23/2008	9.95	9.29	0.66
4/24/2008	9.29	9.29	0
4/25/2008	149.12	49.71	99.41
4/26/2008	115.25	49.71	65.54
4/27/2008	49.71	49.71	0
4/28/2008	30.1	17.24	12.86
4/29/2008	20.69	17.24	3.45
4/30/2008	17.24	17.24	0
5/1/2008	14.35	14.12	0.23
5/2/2008	14.12	14.12	0
5/3/2008	14.21	14.12	0.09
5/4/2008	11.59	9.05	2.54
5/5/2008	9.9	9.05	0.85
5/6/2008	9.05	9.05	0
5/7/2008	8.53	7	1.53
5/8/2008	7.8	7	0.8
5/9/2008	7	7	0
5/10/2008	6.35	6.35	0
5/11/2008	7.2	6.35	0.85
5/12/2008	6.57	6.35	0.22
5/13/2008	5.88	5.03	0.85
5/14/2008	5.57	5.03	0.54
5/15/2008	5.03	5.03	0
5/16/2008	4.86	4.2	0.66
5/17/2008	4.65	4.2	0.45
5/18/2008	4.2	4.2	0
5/19/2008	3.95	3.64	0.31
5/20/2008	3.9	3.64	0.26
5/21/2008	3.64	3.64	0
5/22/2008	3.36	3.04	0.32
5/23/2008	3.2	3.04	0.16
5/24/2008	3.04	3.04	0
5/25/2008	3.01	2.94	0.07
5/26/2008	3.45	2.94	0.51
5/27/2008	2.94	2.94	0
5/28/2008	2.75	2.72	0.03
5/29/2008	2.72	2.72	0
5/30/2008	4.16	2.72	1.44
5/31/2008	3.63	2.75	0.88
6/1/2008	3	2.75	0.25
6/2/2008	2.75	2.75	0
6/3/2008	2.86	2.86	0
6/4/2008	3.02	2.86	0.16
6/5/2008	13.07	2.86	10.21
6/6/2008	9.35	9.35	0
6/7/2008	39.32	9.35	29.97
6/8/2008	233.33	9.35	223.98
6/9/2008	239.12	60.34	178.78
6/10/2008	113.49	60.34	53.15
6/11/2008	60.34	60.34	0
6/12/2008	64.96	64.96	0
6/13/2008	299.32	64.96	234.36
6/14/2008	124.92	64.96	59.96
6/15/2008	63.94	18.81	45.13
6/16/2008	35.38	18.81	16.57
6/17/2008	18.81	18.81	0
6/18/2008	14.59	9.91	4.68
6/19/2008	12.27	9.91	2.36
6/20/2008	9.91	9.91	0
6/21/2008	8.47	7.62	0.85
6/22/2008	8.04	7.62	0.42
6/23/2008	7.62	7.62	0
6/24/2008	6.48	5.35	1.13
6/25/2008	5.88	5.35	0.53
6/26/2008	5.35	5.35	0
6/27/2008	4.9	4.44	0.46
6/28/2008	5.07	4.44	0.63
6/29/2008	4.44	4.44	0
6/30/2008	3.88	3.27	0.61
7/1/2008	3.27	3.27	0
7/2/2008	3.5	3.27	0.23
7/3/2008	5	2.92	2.08
7/4/2008	3.47	2.92	0.55
7/5/2008	2.92	2.92	0
7/6/2008	2.64	2.64	0
7/7/2008	10.99	2.64	8.35
7/8/2008	13.99	2.64	11.35
7/9/2008	8.53	6.98	1.55
7/10/2008	6.98	6.98	0
7/11/2008	9.85	6.98	2.87
7/12/2008	9.03	5.16	3.87
7/13/2008	6.96	5.16	1.8
7/14/2008	5.16	5.16	0
7/15/2008	4.1	3.74	0.36
7/16/2008	3.74	3.74	0
7/17/2008	3.74	3.74	0
7/18/2008	3.12	3.12	0
7/19/2008	4.59	3.12	1.47
7/20/2008	4.15	3.12	1.03
7/21/2008	3.29	2.42	0.87
7/22/2008	2.88	2.42	0.46
7/23/2008	2.42	2.42	0
7/24/2008	2.13	1.91	0.22
7/25/2008	1.96	1.91	0.05
7/26/2008	1.91	1.91	0
7/27/2008	1.69	1.44	0.25
7/28/2008	1.52	1.44	0.08
7/29/2008	1.44	1.44	0
7/30/2008	1.34	1.18	0.16
7/31/2008	1.22	1.18	0.04
8/1/2008	1.18	1.18	0
8/2/2008	1.11	1.06	0.05
8/3/2008	1.06	1.06	0
8/4/2008	2.22	1.06	1.16
8/5/2008	1.77	1.22	0.55
8/6/2008	1.42	1.22	0.2
8/7/2008	1.22	1.22	0
8/8/2008	1.1	0.97	0.13
8/9/2008	1.03	0.97	0.06
8/10/2008	0.97	0.97	0
8/11/2008	0.93	0.92	0.01
8/12/2008	0.92	0.92	0
8/13/2008	1.07	0.92	0.15
8/14/2008	1.56	1.06	0.5
8/15/2008	1.21	1.06	0.15
8/16/2008	1.06	1.06	0
8/17/2008	0.95	0.84	0.11
8/18/2008	0.86	0.84	0.02
8/19/2008	0.84	0.84	0
8/20/2008	0.85	0.79	0.06
8/21/2008	0.82	0.79	0.03
8/22/2008	0.79	0.79	0
8/23/2008	0.79	0.7	0.09
8/24/2008	0.75	0.7	0.05
8/25/2008	0.7	0.7	0
8/26/2008	0.66	0.63	0.03
8/27/2008	0.63	0.63	0
8/28/2008	0.64	0.63	0.01
8/29/2008	0.63	0.51	0.12
8/30/2008	0.58	0.51	0.07
8/31/2008	0.51	0.51	0
9/1/2008	0.49	0.48	0.01
9/2/2008	0.48	0.48	0
9/3/2008	0.49	0.48	0.01
9/4/2008	1.68	1.2	0.48
9/5/2008	2.32	1.2	1.12
9/6/2008	1.2	1.2	0
9/7/2008	0.95	0.89	0.06
9/8/2008	0.91	0.89	0.02
9/9/2008	0.89	0.89	0
9/10/2008	0.78	0.77	0.01
9/11/2008	0.77	0.77	0
9/12/2008	0.8	0.77	0.03
9/13/2008	2.12	2.12	0
9/14/2008	3.57	2.12	1.45
9/15/2008	2.96	2.12	0.84
9/16/2008	1.85	1.1	0.75
9/17/2008	1.36	1.1	0.26
9/18/2008	1.1	1.1	0
9/19/2008	0.97	0.83	0.14
9/20/2008	1.14	0.83	0.31
9/21/2008	0.83	0.83	0
9/22/2008	0.79	0.72	0.07
9/23/2008	0.75	0.72	0.03
9/24/2008	0.72	0.72	0
9/25/2008	0.69	0.63	0.06
9/26/2008	0.66	0.63	0.03
9/27/2008	0.63	0.63	0
9/28/2008	0.58	0.58	0
9/29/2008	0.58	0.58	0
9/30/2008	0.59	0.58	0.01
10/1/2008	0.58	0.52	0.06
10/2/2008	0.55	0.52	0.03
10/3/2008	0.52	0.52	0
10/4/2008	0.5	0.5	0
10/5/2008	0.7	0.5	0.2
10/6/2008	1.98	0.5	1.48
10/7/2008	1.58	1.58	0
10/8/2008	3.96	1.58	2.38
10/9/2008	2.23	1.58	0.65
10/10/2008	1.71	1.14	0.57
10/11/2008	1.43	1.14	0.29
10/12/2008	1.14	1.14	0
10/13/2008	0.93	0.69	0.24
10/14/2008	0.71	0.69	0.02
10/15/2008	0.69	0.69	0
10/16/2008	0.67	0.63	0.04
10/17/2008	0.63	0.63	0
10/18/2008	0.63	0.63	0
10/19/2008	0.6	0.59	0.01
10/20/2008	0.6	0.59	0.01
10/21/2008	0.59	0.59	0
10/22/2008	0.59	0.59	0
10/23/2008	0.6	0.59	0.01
10/24/2008	0.69	0.59	0.1
10/25/2008	0.87	0.65	0.22
10/26/2008	0.78	0.65	0.13
10/27/2008	0.65	0.65	0
10/28/2008	0.63	0.63	0
10/29/2008	0.63	0.63	0
10/30/2008	0.63	0.63	0
10/31/2008	0.62	0.58	0.04
11/1/2008	0.58	0.58	0
11/2/2008	0.6	0.58	0.02
11/3/2008	0.64	0.63	0.01
11/4/2008	0.64	0.63	0.01
11/5/2008	0.63	0.63	0
11/6/2008	0.7	0.7	0
11/7/2008	0.74	0.7	0.04
11/8/2008	0.76	0.7	0.06
11/9/2008	0.92	0.68	0.24
11/10/2008	0.68	0.68	0
11/11/2008	0.71	0.68	0.03
11/12/2008	0.95	0.95	0
11/13/2008	0.98	0.95	0.03
11/14/2008	2.21	0.95	1.26
11/15/2008	1.87	1.41	0.46
11/16/2008	1.64	1.41	0.23
11/17/2008	1.41	1.41	0
11/18/2008	1.27	1.27	0
11/19/2008	1.35	1.27	0.08
11/20/2008	1.34	1.27	0.07
11/21/2008	1.13	1.08	0.05
11/22/2008	1.08	1.08	0
11/23/2008	1.16	1.08	0.08
11/24/2008	1.27	1.13	0.14
11/25/2008	1.21	1.13	0.08
11/26/2008	1.13	1.13	0
11/27/2008	1.12	1.12	0
11/28/2008	1.18	1.12	0.06
11/29/2008	1.13	1.12	0.01
11/30/2008	1.2	1.1	0.1
12/1/2008	1.1	1.1	0
12/2/2008	1.1	1.1	0
12/3/2008	1.1	1.1	0
12/4/2008	1.2	1.1	0.1
12/5/2008	1.2	1.1	0.1
12/6/2008	1.1	1.1	0
12/7/2008	1.1	1.1	0
12/8/2008	1.2	1.1	0.1
12/9/2008	1.2	1.1	0.1
12/10/2008	1.1	1.1	0
12/11/2008	1.1	1.1	0
12/12/2008	1.1	1.1	0
12/13/2008	1.2	1.1	0.1
12/14/2008	1.6	1.1	0.5
12/15/2008	3.4	2.2	1.2
12/16/2008	2.8	2.2	0.6
12/17/2008	2.2	2.2	0
12/18/2008	2.1	1.7	0.4
12/19/2008	1.9	1.7	0.2
12/20/2008	1.7	1.7	0
12/21/2008	1.6	1.3	0.3
12/22/2008	1.4	1.3	0.1
12/23/2008	1.3	1.3	0
12/24/2008	1.4	1.4	0
12/25/2008	1.5	1.4	0.1
12/26/2008	1.8	1.4	0.4
12/27/2008	7	7	0
12/28/2008	28	7	21
12/29/2008	22	7	15
12/30/2008	17	10	7
12/31/2008	13	10	3
1/1/2009	10	10	0
1/2/2009	7.2	4.6	2.6
1/3/2009	5.6	4.6	1
1/4/2009	4.6	4.6	0
1/5/2009	4.2	3.4	0.8
1/6/2009	3.6	3.4	0.2
1/7/2009	3.4	3.4	0
1/8/2009	3	2.4	0.6
1/9/2009	2.8	2.4	0.4
1/10/2009	2.4	2.4	0
1/11/2009	2.1	1.6	0.5
1/12/2009	1.8	1.6	0.2
1/13/2009	1.6	1.6	0
1/14/2009	1.4	1	0.4
1/15/2009	1.1	1	0.1
1/16/2009	1	1	0
1/17/2009	0.94	0.94	0
1/18/2009	0.97	0.94	0.03
1/19/2009	1	0.94	0.06
1/20/2009	1	0.96	0.04
1/21/2009	1	0.96	0.04
1/22/2009	0.96	0.96	0
1/23/2009	0.92	0.78	0.14
1/24/2009	0.84	0.78	0.06
1/25/2009	0.78	0.78	0
1/26/2009	0.74	0.72	0.02
1/27/2009	0.72	0.72	0
1/28/2009	0.74	0.72	0.02
1/29/2009	0.68	0.6	0.08
1/30/2009	0.64	0.6	0.04
1/31/2009	0.6	0.6	0
2/1/2009	0.58	0.54	0.04
2/2/2009	0.56	0.54	0.02
2/3/2009	0.54	0.54	0
2/4/2009	0.54	0.54	0
2/5/2009	0.55	0.54	0.01
2/6/2009	0.58	0.54	0.04
2/7/2009	0.56	0.56	0
2/8/2009	0.8	0.56	0.24
2/9/2009	2.8	0.56	2.24
2/10/2009	13	13	0
2/11/2009	16	13	3
2/12/2009	14	13	1
2/13/2009	12	10	2
2/14/2009	11	10	1
2/15/2009	10	10	0
2/16/2009	9.2	7.4	1.8
2/17/2009	8.6	7.4	1.2
2/18/2009	7.4	7.4	0
2/19/2009	6	4.3	1.7
2/20/2009	5	4.3	0.7
2/21/2009	4.3	4.3	0
2/22/2009	3.9	3.2	0.7
2/23/2009	3.4	3.2	0.2
2/24/2009	3.2	3.2	0
2/25/2009	3.4	3.4	0
2/26/2009	8	3.4	4.6
2/27/2009	16	3.4	12.6
2/28/2009	12	7.68	4.32
3/1/2009	10	7.68	2.32
3/2/2009	7.68	7.68	0
3/3/2009	5.85	5.85	0
3/4/2009	6.09	5.85	0.24
3/5/2009	14.42	5.85	8.57
3/6/2009	27.19	27.19	0
3/7/2009	63.58	27.19	36.39
3/8/2009	113	27.19	85.81
3/9/2009	92.38	81.2	11.18
3/10/2009	151.96	81.2	70.76
3/11/2009	81.2	81.2	0
3/12/2009	52.21	27.12	25.09
3/13/2009	33.03	27.12	5.91
3/14/2009	27.12	27.12	0
3/15/2009	23.83	21.28	2.55
3/16/2009	22.14	21.28	0.86
3/17/2009	21.28	21.28	0
3/18/2009	19.78	13.3	6.48
3/19/2009	15.98	13.3	2.68
3/20/2009	13.3	13.3	0
3/21/2009	12.83	10.63	2.2
3/22/2009	11.73	10.63	1.1
3/23/2009	10.63	10.63	0
3/24/2009	10.91	10.91	0
3/25/2009	20.4	10.91	9.49
3/26/2009	15.57	10.91	4.66
3/27/2009	12.66	10.71	1.95
3/28/2009	10.71	10.71	0
3/29/2009	11.67	10.71	0.96
3/30/2009	12.74	12.74	0
3/31/2009	18.45	12.74	5.71
4/1/2009	25.25	12.74	12.51
4/2/2009	17.91	13.14	4.77
4/3/2009	16.31	13.14	3.17
4/4/2009	13.14	13.14	0
4/5/2009	11.58	8.96	2.62
4/6/2009	10.37	8.96	1.41
4/7/2009	8.96	8.96	0
4/8/2009	8.06	6.27	1.79
4/9/2009	7.16	6.27	0.89
4/10/2009	6.27	6.27	0
4/11/2009	5.39	4.85	0.54
4/12/2009	4.87	4.85	0.02
4/13/2009	4.85	4.85	0
4/14/2009	4.67	3.51	1.16
4/15/2009	4.07	3.51	0.56
4/16/2009	3.51	3.51	0
4/17/2009	3.37	3.34	0.03
4/18/2009	3.34	3.34	0
4/19/2009	4.02	3.34	0.68
4/20/2009	17.33	13.71	3.62
4/21/2009	16.2	13.71	2.49
4/22/2009	13.71	13.71	0
4/23/2009	10.7	9.48	1.22
4/24/2009	9.48	9.48	0
4/25/2009	23.58	9.48	14.1
4/26/2009	140.12	53.78	86.34
4/27/2009	106.61	53.78	52.83
4/28/2009	53.78	53.78	0
4/29/2009	36.63	26.21	10.42
4/30/2009	30.29	26.21	4.08
5/1/2009	26.21	26.21	0
5/2/2009	19.85	13.45	6.4
5/3/2009	16.1	13.45	2.65
5/4/2009	13.45	13.45	0
5/5/2009	12.21	11.59	0.62
5/6/2009	11.59	11.59	0
5/7/2009	19.18	11.59	7.59
5/8/2009	14.65	14.65	0
5/9/2009	37.59	14.65	22.94
5/10/2009	25.11	14.65	10.46
5/11/2009	17.86	14.31	3.55
5/12/2009	14.31	14.31	0
5/13/2009	14.41	14.31	0.1
5/14/2009	41.79	16.94	24.85
5/15/2009	21.59	16.94	4.65
5/16/2009	16.94	16.94	0
5/17/2009	13.31	9.69	3.62
5/18/2009	11.38	9.69	1.69
5/19/2009	9.69	9.69	0
5/20/2009	7.95	5.66	2.29
5/21/2009	6.51	5.66	0.85
5/22/2009	5.66	5.66	0
5/23/2009	5.83	4.27	1.56
5/24/2009	5.34	4.27	1.07
5/25/2009	4.27	4.27	0
5/26/2009	4.08	4.08	0
5/27/2009	4.97	4.08	0.89
5/28/2009	5.33	4.08	1.25
5/29/2009	4.56	2.98	1.58
5/30/2009	3.88	2.98	0.9
5/31/2009	2.98	2.98	0
6/1/2009	2.82	2.46	0.36
6/2/2009	2.65	2.46	0.19
6/3/2009	2.46	2.46	0
6/4/2009	2.15	1.83	0.32
6/5/2009	1.99	1.83	0.16
6/6/2009	1.83	1.83	0
6/7/2009	2.01	2.01	0
6/8/2009	19.15	2.01	17.14
6/9/2009	11.36	2.01	9.35
6/10/2009	7.51	3.79	3.72
6/11/2009	5.38	3.79	1.59
6/12/2009	3.79	3.79	0
6/13/2009	3.25	2.39	0.86
6/14/2009	2.75	2.39	0.36
6/15/2009	2.39	2.39	0
6/16/2009	2.19	2.19	0
6/17/2009	2.35	2.19	0.16
6/18/2009	2.22	2.19	0.03
6/19/2009	24.55	10.5	14.05
6/20/2009	16.87	10.5	6.37
6/21/2009	10.5	10.5	0
6/22/2009	8.03	4.23	3.8
6/23/2009	5.93	4.23	1.7
6/24/2009	4.23	4.23	0
6/25/2009	3.17	2.22	0.95
6/26/2009	2.67	2.22	0.45
6/27/2009	2.22	2.22	0
6/28/2009	2.31	1.79	0.52
6/29/2009	1.89	1.79	0.1
6/30/2009	1.79	1.79	0
7/1/2009	1.77	1.55	0.22
7/2/2009	1.67	1.55	0.12
7/3/2009	1.55	1.55	0
7/4/2009	1.45	1.21	0.24
7/5/2009	1.37	1.21	0.16
7/6/2009	1.21	1.21	0
7/7/2009	1.11	1.02	0.09
7/8/2009	1.06	1.02	0.04
7/9/2009	1.02	1.02	0
7/10/2009	0.98	0.98	0
7/11/2009	1.39	0.98	0.41
7/12/2009	1.07	0.98	0.09
7/13/2009	0.92	0.82	0.1
7/14/2009	0.82	0.82	0
7/15/2009	0.93	0.82	0.11
7/16/2009	0.8	0.73	0.07
7/17/2009	0.73	0.73	0
7/18/2009	0.75	0.73	0.02
7/19/2009	0.71	0.67	0.04
7/20/2009	0.67	0.67	0
7/21/2009	0.67	0.67	0
7/22/2009	1	0.81	0.19
7/23/2009	0.92	0.81	0.11
7/24/2009	0.81	0.81	0
7/25/2009	0.77	0.66	0.11
7/26/2009	0.7	0.66	0.04
7/27/2009	0.66	0.66	0
7/28/2009	0.67	0.61	0.06
7/29/2009	0.62	0.61	0.01
7/30/2009	0.61	0.61	0
7/31/2009	0.68	0.56	0.12
8/1/2009	0.61	0.56	0.05
8/2/2009	0.56	0.56	0
8/3/2009	0.52	0.47	0.05
8/4/2009	0.49	0.47	0.02
8/5/2009	0.47	0.47	0
8/6/2009	0.43	0.43	0
8/7/2009	0.48	0.43	0.05
8/8/2009	0.99	0.43	0.56
8/9/2009	0.76	0.62	0.14
8/10/2009	0.74	0.62	0.12
8/11/2009	0.62	0.62	0
8/12/2009	0.57	0.45	0.12
8/13/2009	0.51	0.45	0.06
8/14/2009	0.45	0.45	0
8/15/2009	0.41	0.4	0.01
8/16/2009	0.4	0.4	0
8/17/2009	0.42	0.4	0.02
8/18/2009	0.42	0.38	0.04
8/19/2009	0.38	0.38	0
8/20/2009	0.5	0.38	0.12
8/21/2009	0.47	0.4	0.07
8/22/2009	0.42	0.4	0.02
8/23/2009	0.4	0.4	0
8/24/2009	0.38	0.38	0
8/25/2009	1.06	0.38	0.68
8/26/2009	1.45	0.38	1.07
8/27/2009	0.83	0.6	0.23
8/28/2009	0.68	0.6	0.08
8/29/2009	0.6	0.6	0
8/30/2009	0.56	0.45	0.11
8/31/2009	0.49	0.45	0.04
9/1/2009	0.45	0.45	0
9/2/2009	0.43	0.38	0.05
9/3/2009	0.41	0.38	0.03
9/4/2009	0.38	0.38	0
9/5/2009	0.37	0.34	0.03
9/6/2009	0.35	0.34	0.01
9/7/2009	0.34	0.34	0
9/8/2009	0.32	0.32	0
9/9/2009	0.33	0.32	0.01
9/10/2009	0.33	0.32	0.01
9/11/2009	0.32	0.29	0.03
9/12/2009	0.3	0.29	0.01
9/13/2009	0.29	0.29	0
9/14/2009	0.27	0.24	0.03
9/15/2009	0.25	0.24	0.01
9/16/2009	0.24	0.24	0
9/17/2009	0.23	0.22	0.01
9/18/2009	0.23	0.22	0.01
9/19/2009	0.22	0.22	0
9/20/2009	0.23	0.23	0
9/21/2009	0.29	0.23	0.06
9/22/2009	0.88	0.23	0.65
