Date	Total Discharge (cfs)	Baseflow (cfs)	Stormflow (cfs)
5/11/2010	98.06	1.95	96.11
5/12/2010	14.69	14.69	0
5/13/2010	171.18	14.69	156.49
5/14/2010	26.26	14.69	11.57
5/15/2010	14.73	8.24	6.49
5/16/2010	9.99	8.24	1.75
5/17/2010	8.24	8.24	0
5/18/2010	7.31	5.51	1.8
5/19/2010	6.59	5.51	1.08
5/20/2010	5.51	5.51	0
5/21/2010	29.14	5.56	23.58
5/22/2010	7.45	5.56	1.89
5/23/2010	5.56	5.56	0
5/24/2010	5.17	4.23	0.94
5/25/2010	4.4	4.23	0.17
5/26/2010	4.23	4.23	0
5/27/2010	3.78	3.18	0.6
5/28/2010	3.41	3.18	0.23
5/29/2010	3.18	3.18	0
5/30/2010	3.05	3.05	0
5/31/2010	13.17	3.05	10.12
6/1/2010	4	3.05	0.95
6/2/2010	121.59	14.36	107.23
6/3/2010	14.36	14.36	0
6/4/2010	15.93	14.36	1.57
6/5/2010	58.31	5.33	52.98
6/6/2010	21.39	5.33	16.06
6/7/2010	5.33	5.33	0
6/8/2010	30.29	4.15	26.14
6/9/2010	11.22	4.15	7.07
6/10/2010	4.15	4.15	0
6/11/2010	3.34	2.26	1.08
6/12/2010	2.71	2.26	0.45
6/13/2010	2.26	2.26	0
6/14/2010	4.49	4.49	0
6/15/2010	146.89	4.49	142.4
6/16/2010	18.86	4.49	14.37
6/17/2010	5.25	5.25	0
6/18/2010	28.25	5.25	23
6/19/2010	8.28	5.25	3.03
6/20/2010	2.73	2.73	0
6/21/2010	93.01	2.73	90.28
6/22/2010	49.66	2.73	46.93
6/23/2010	247.95	9.17	238.78
6/24/2010	38.03	9.17	28.86
6/25/2010	9.17	9.17	0
6/26/2010	15.22	11.75	3.47
6/27/2010	130.51	11.75	118.76
6/28/2010	11.75	11.75	0
6/29/2010	4.96	2.35	2.61
6/30/2010	3.08	2.35	0.73
7/1/2010	2.35	2.35	0
7/2/2010	1.91	1.53	0.38
7/3/2010	1.64	1.53	0.11
7/4/2010	1.53	1.53	0
7/5/2010	1.37	1.18	0.19
7/6/2010	1.18	1.18	0
7/7/2010	176.79	1.18	175.61
7/8/2010	15.75	4.65	11.1
7/9/2010	4.65	4.65	0
7/10/2010	12.58	4.65	7.93
7/11/2010	5.57	1.92	3.65
7/12/2010	2.5	1.92	0.58
7/13/2010	1.92	1.92	0
7/14/2010	37.77	28.72	9.05
7/15/2010	475	28.72	446.28
7/16/2010	28.72	28.72	0
7/17/2010	12.28	7.22	5.06
7/18/2010	8.88	7.22	1.66
7/19/2010	7.22	7.22	0
7/20/2010	6.41	6.41	0
7/21/2010	7.43	6.41	1.02
7/22/2010	588	6.41	581.59
7/23/2010	580	40.52	539.48
7/24/2010	154.16	40.52	113.64
7/25/2010	40.52	40.52	0
7/26/2010	28.49	21.68	6.81
7/27/2010	23.7	21.68	2.02
7/28/2010	21.68	21.68	0
7/29/2010	17.95	16.22	1.73
7/30/2010	16.22	16.22	0
7/31/2010	64.25	16.22	48.03
8/1/2010	9.46	5.82	3.64
8/2/2010	6.46	5.82	0.64
8/3/2010	5.82	5.82	0
8/4/2010	7.12	3.66	3.46
8/5/2010	4.6	3.66	0.94
8/6/2010	3.66	3.66	0
8/7/2010	12.29	12.29	0
8/8/2010	31.36	12.29	19.07
8/9/2010	41.21	12.29	28.92
8/10/2010	7.76	5.31	2.45
8/11/2010	5.75	5.31	0.44
8/12/2010	5.31	5.31	0
8/13/2010	5.69	4.57	1.12
8/14/2010	8.19	4.57	3.62
8/15/2010	4.57	4.57	0
8/16/2010	3.68	3.36	0.32
8/17/2010	3.36	3.36	0
8/18/2010	3.68	3.36	0.32
8/19/2010	3.32	3.32	0
8/20/2010	15.53	3.32	12.21
8/21/2010	40.54	3.32	37.22
8/22/2010	4.99	3.8	1.19
8/23/2010	4.46	3.8	0.66
8/24/2010	3.8	3.8	0
8/25/2010	2.94	2.68	0.26
8/26/2010	2.68	2.68	0
8/27/2010	2.94	2.68	0.26
8/28/2010	1.66	1.48	0.18
8/29/2010	1.48	1.48	0
8/30/2010	1.49	1.48	0.01
8/31/2010	1.54	1.54	0
9/1/2010	56.32	1.54	54.78
9/2/2010	10.04	1.54	8.5
9/3/2010	8.79	1.82	6.97
9/4/2010	2.13	1.82	0.31
9/5/2010	1.82	1.82	0
9/6/2010	12.49	1.58	10.91
9/7/2010	1.92	1.58	0.34
9/8/2010	1.58	1.58	0
9/9/2010	1.57	1.54	0.03
9/10/2010	1.54	1.54	0
9/11/2010	42.53	1.54	40.99
9/12/2010	5.49	1.77	3.72
9/13/2010	2.49	1.77	0.72
9/14/2010	1.77	1.77	0
9/15/2010	1.71	1.42	0.29
9/16/2010	1.49	1.42	0.07
9/17/2010	1.42	1.42	0
9/18/2010	28.63	2.28	26.35
9/19/2010	3.92	2.28	1.64
9/20/2010	2.28	2.28	0
9/21/2010	18.18	2.87	15.31
9/22/2010	9.94	2.87	7.07
9/23/2010	2.87	2.87	0
9/24/2010	2.57	1.39	1.18
9/25/2010	1.51	1.39	0.12
9/26/2010	1.39	1.39	0
9/27/2010	1.4	1.39	0.01
9/28/2010	1.39	1.39	0
9/29/2010	1.5	1.39	0.11
9/30/2010	1.46	1.46	0
10/1/2010	2.03	1.46	0.57
10/2/2010	2.29	1.46	0.83
10/3/2010	1.26	1.25	0.01
10/4/2010	1.43	1.25	0.18
10/5/2010	1.25	1.25	0
10/6/2010	1.3	1.23	0.07
10/7/2010	1.24	1.23	0.01
10/8/2010	1.23	1.23	0
10/9/2010	1.21	1.21	0
10/10/2010	1.21	1.21	0
10/11/2010	1.33	1.21	0.12
10/12/2010	1.18	1.06	0.12
10/13/2010	1.06	1.06	0
10/14/2010	1.08	1.06	0.02
10/15/2010	1.11	1.05	0.06
10/16/2010	1.1	1.05	0.05
10/17/2010	1.05	1.05	0
10/18/2010	1.15	1.15	0
10/19/2010	1.16	1.15	0.01
10/20/2010	1.15	1.15	0
10/21/2010	1.23	1.23	0
10/22/2010	1.75	1.23	0.52
10/23/2010	3.36	1.23	2.13
10/24/2010	57.48	3.5	53.98
10/25/2010	3.5	3.5	0
10/26/2010	37.64	3.5	34.14
10/27/2010	2.61	1.25	1.36
10/28/2010	1.42	1.25	0.17
10/29/2010	1.25	1.25	0
10/30/2010	1.16	1.06	0.1
10/31/2010	1.1	1.06	0.04
11/1/2010	1.06	1.06	0
11/2/2010	1.1	1.1	0
11/3/2010	1.1	1.1	0
11/4/2010	1.2	1.1	0.1
11/5/2010	1.88	1.19	0.69
11/6/2010	1.2	1.19	0.01
11/7/2010	1.19	1.19	0
11/8/2010	1.19	1.07	0.12
11/9/2010	1.2	1.07	0.13
11/10/2010	1.07	1.07	0
11/11/2010	1.09	1.05	0.04
11/12/2010	1.05	1.05	0
11/13/2010	1.88	1.05	0.83
11/14/2010	1.36	1.14	0.22
11/15/2010	1.14	1.14	0
11/16/2010	1.67	1.14	0.53
11/17/2010	1.11	0.96	0.15
11/18/2010	0.96	0.96	0
11/19/2010	0.96	0.96	0
11/20/2010	0.93	0.93	0
11/21/2010	1.1	0.93	0.17
11/22/2010	27.1	0.93	26.17
11/23/2010	4.58	4.58	0
11/24/2010	8.34	4.58	3.76
11/25/2010	10.91	4.58	6.33
11/26/2010	1.56	1.1	0.46
11/27/2010	1.21	1.1	0.11
11/28/2010	1.1	1.1	0
11/29/2010	4.6	1.76	2.84
11/30/2010	12.85	1.76	11.09
12/1/2010	1.76	1.76	0
12/2/2010	1.26	1.12	0.14
12/3/2010	1.12	1.12	0
12/4/2010	1.56	1.12	0.44
12/5/2010	1.3	1.01	0.29
12/6/2010	1.1	1.01	0.09
12/7/2010	1.01	1.01	0
12/8/2010	1.04	1.04	0
12/9/2010	1.11	1.04	0.07
12/10/2010	1.71	1.04	0.67
12/11/2010	53.9	2.4	51.5
12/12/2010	29.75	2.4	27.35
12/13/2010	2.4	2.4	0
12/14/2010	1.8	1.6	0.2
12/15/2010	1.7	1.6	0.1
12/16/2010	1.6	1.6	0
12/17/2010	1.4	1.2	0.2
12/18/2010	1.3	1.2	0.1
12/19/2010	1.2	1.2	0
12/20/2010	1.2	1.2	0
12/21/2010	5.51	1.2	4.31
12/22/2010	5.63	1.2	4.43
12/23/2010	2.13	1.51	0.62
12/24/2010	1.58	1.51	0.07
12/25/2010	1.51	1.51	0
12/26/2010	1.49	1.4	0.09
12/27/2010	1.42	1.4	0.02
12/28/2010	1.4	1.4	0
12/29/2010	1.53	1.53	0
12/30/2010	8.14	1.53	6.61
12/31/2010	7.48	1.53	5.95
1/1/2011	3.61	1.91	1.7
1/2/2011	2	1.91	0.09
1/3/2011	1.91	1.91	0
1/4/2011	1.71	1.56	0.15
1/5/2011	1.73	1.56	0.17
1/6/2011	1.56	1.56	0
1/7/2011	1.4	1.2	0.2
1/8/2011	1.3	1.2	0.1
1/9/2011	1.2	1.2	0
1/10/2011	2.3	1.5	0.8
1/11/2011	1.8	1.5	0.3
1/12/2011	1.5	1.5	0
1/13/2011	1.3	1.1	0.2
1/14/2011	1.2	1.1	0.1
1/15/2011	1.1	1.1	0
1/16/2011	1.2	1.2	0
1/17/2011	1.5	1.2	0.3
1/18/2011	1.5	1.2	0.3
1/19/2011	1.3	1.1	0.2
1/20/2011	1.2	1.1	0.1
1/21/2011	1.1	1.1	0
1/22/2011	1.1	1.1	0
1/23/2011	1.1	1.1	0
1/24/2011	1.4	1.1	0.3
1/25/2011	1.3	1.3	0
1/26/2011	2	1.3	0.7
1/27/2011	1.3	1.3	0
1/28/2011	1.1	1	0.1
1/29/2011	1	1	0
1/30/2011	1	1	0
1/31/2011	1.1	1.1	0
2/1/2011	1.3	1.1	0.2
2/2/2011	2.1	1.1	1
2/3/2011	1.9	1.9	0
2/4/2011	2.5	1.9	0.6
2/5/2011	2.2	1.9	0.3
2/6/2011	1.7	1.3	0.4
2/7/2011	1.5	1.3	0.2
2/8/2011	1.3	1.3	0
2/9/2011	1.5	1.5	0
2/10/2011	1.8	1.5	0.3
2/11/2011	2.1	1.5	0.6
2/12/2011	2.6	2.6	0
2/13/2011	10.36	2.6	7.76
2/14/2011	22.23	2.6	19.63
2/15/2011	7.15	7.15	0
2/16/2011	21.09	7.15	13.94
2/17/2011	64.11	7.15	56.96
2/18/2011	43.63	8.35	35.28
2/19/2011	13.37	8.35	5.02
2/20/2011	8.35	8.35	0
2/21/2011	10.95	4.66	6.29
2/22/2011	6.09	4.66	1.43
2/23/2011	4.66	4.66	0
2/24/2011	5.54	4.47	1.07
2/25/2011	5.72	4.47	1.25
2/26/2011	4.47	4.47	0
2/27/2011	5.2	5.2	0
2/28/2011	6.62	5.2	1.42
3/1/2011	9.12	5.2	3.92
3/2/2011	7.07	4.15	2.92
3/3/2011	4.15	4.15	0
3/4/2011	25.14	4.15	20.99
3/5/2011	26.68	6.67	20.01
3/6/2011	10.01	6.67	3.34
3/7/2011	6.67	6.67	0
3/8/2011	11.64	11.64	0
3/9/2011	37.47	11.64	25.83
3/10/2011	21.73	11.64	10.09
3/11/2011	16.94	15.77	1.17
3/12/2011	16.61	15.77	0.84
3/13/2011	15.77	15.77	0
3/14/2011	15.09	15.09	0
3/15/2011	16.89	15.09	1.8
3/16/2011	19.7	15.09	4.61
3/17/2011	30.99	9.81	21.18
3/18/2011	19.55	9.81	9.74
3/19/2011	9.81	9.81	0
3/20/2011	128.33	41.78	86.55
3/21/2011	41.78	41.78	0
3/22/2011	73.18	41.78	31.4
3/23/2011	106.38	13.91	92.47
3/24/2011	24.63	13.91	10.72
3/25/2011	13.91	13.91	0
3/26/2011	9.72	6.58	3.14
3/27/2011	7.33	6.58	0.75
3/28/2011	6.58	6.58	0
3/29/2011	4.28	3.13	1.15
3/30/2011	3.66	3.13	0.53
3/31/2011	3.13	3.13	0
4/1/2011	2.7	2.45	0.25
4/2/2011	2.45	2.45	0
4/3/2011	24.49	2.45	22.04
4/4/2011	20.71	4.88	15.83
4/5/2011	4.88	4.88	0
4/6/2011	16.67	4.88	11.79
4/7/2011	5.12	4.18	0.94
4/8/2011	8.4	4.18	4.22
4/9/2011	4.18	4.18	0
4/10/2011	8.19	2.88	5.31
4/11/2011	12.18	2.88	9.3
4/12/2011	2.88	2.88	0
4/13/2011	2.25	1.88	0.37
4/14/2011	1.88	1.88	0
4/15/2011	43.17	1.88	41.29
4/16/2011	53.96	9.53	44.43
4/17/2011	12.52	9.53	2.99
4/18/2011	9.53	9.53	0
4/19/2011	72.68	14.87	57.81
4/20/2011	41.38	14.87	26.51
4/21/2011	14.87	14.87	0
4/22/2011	38.24	12.32	25.92
4/23/2011	32.31	12.32	19.99
4/24/2011	12.32	12.32	0
4/25/2011	8.32	8.32	0
4/26/2011	180.85	8.32	172.53
4/27/2011	46.61	8.32	38.29
4/28/2011	19.44	7.35	12.09
4/29/2011	11.32	7.35	3.97
4/30/2011	7.35	7.35	0
