"Study.Sample.ID"	"USDA.LIDE"	"GLWI.FT"	"Site.Name"	"Abbrev"	"Sample.Combining.needed."	"USGS_ID"	"SSdate"	"SEdate"	"GMTbpdate"	"GMTepdate"	"Collection.Start.Date"	"GLWI.Sample.Arrival"	"cmonth"	"Sample.Type.x"	"Event.Type"	"Event.Type.2"	"GLWI.Event"	"Adenovirus.C.D.F"	"Adenovirus.A"	"Enterovirus"	"Human_virus"	"Enterococci.CFU.100ml"	"E..coli.CFU.100ml"	"BacSp.CN.100ml"	"Entero.CN.100ml"	"lachno"	"lachnocen"	"BacHuman"	"BacHumancen"	"start_date"	"end_date"	"volume"	"peak_q"	"USGS.ID.new"	"Sample.Combined."	"Sample.Type.y"	"pdate"	"ddate"	"Hbpdate"	"Hepdate"	"event.vol"	"Qmax"	"duration"	"Braindate"	"Eraindate"	"depth"	"Adenovirus.C.D.F_load"	"Adenovirus.A_load"	"Enterovirus_load"	"Human_virus_load"	"Enterococci.CFU.100ml_load"	"E..coli.CFU.100ml_load"	"BacSp.CN.100ml_load"	"Entero.CN.100ml_load"	"lachnocen_load"	"BacHumancen_load"
"HW 036"	"34001 - 34000"	9889	"Honey"	"HW"	FALSE	"HW 036"	"8/20/2010 18:43"	"8/21/2010 8:55"	"8/21/2010 0:43"	"8/21/2010 14:55"	"20-Aug-10"	"23-Aug-10"	"Aug"	"Event"	"Rainfall "	"Rainfall "	"Rain"	0	0	0	0	11000	20500	435646	381479	NA	25580	NA	8525	"8/20/2010 16:45"	"8/21/2010 18:00"	51.2031	341.642	"HW 036"	FALSE	"Rainfall"	2010-08-21 00:43:00	2010-08-21	2010-08-20 21:45:00	2010-08-21 23:00:00	4423964.596125	341.642	25.25	2010-08-20 08:00:00	2010-08-21 21:00:00	18.09706106	0	0	0	0	1377999.99476602	2568090.89933667	54574562.338167	47788914.5457588	3204476.35146498	1067949.99594367
"HW 037"	"34071 - 34070"	10124	"Honey"	"HW"	FALSE	"HW 037"	"10/13/2010 12:41"	"10/14/2010 10:56"	"10/13/2010 18:41"	"10/14/2010 16:56"	"13-Oct-10"	"14-Oct-10"	"Oct"	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	0	0	2.73	2.73	20	150	76760	8342	NA	255	"BLD1:1"	60	"10/13/2010 12:41"	"10/14/2010 10:56"	NA	NA	NA	NA	NA	2010-10-13 18:41:00	2010-10-13	2010-10-13 17:41:00	2010-10-14 15:56:00	84313.62414	1.121065	22.25	2010-10-13 17:00:00	2010-10-14 15:00:00	0	0	0	6.51786397185904	6.51786397185904	47.7499192077586	358.124394058189	183264.189919377	19916.4913015561	608.811469898922	143.249757623276
"HW 038"	"34097 - 34096"	10329	"Honey"	"HW"	FALSE	"HW 038"	"11/10/2010 9:37"	"11/11/2010 7:47"	"11/10/2010 15:37"	"11/11/2010 13:47"	"10-Nov-10"	"11-Nov-10"	"Nov"	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	0	0	0	0	240	210	154729	5039	"BLD1:1"	60	NA	363	"11/10/2010 9:37"	"11/11/2010 7:47"	NA	NA	NA	NA	NA	2010-11-10 15:37:00	2010-11-10	2010-11-10 15:37:00	2010-11-11 13:47:00	85533.61488	1.121065	22.1666666666667	2010-11-10 15:00:00	2010-11-11 13:00:00	0	0	0	0	0	581.29014024388	508.628872713395	374760.175457481	12204.6709028705	145.32253506097	879.201337118869
"HW 039"	"34115 - 34114"	10339	"Honey"	"HW"	FALSE	"HW 039"	"11/22/2010 7:32"	"11/23/2010 6:15"	"11/22/2010 13:32"	"11/23/2010 12:15"	"22-Nov-10"	"23-Nov-10"	"Nov"	"Event"	"Rainfall "	"Rainfall "	"Rain"	0	0	0	0	26800	18600	17568593	735921	NA	29592	NA	27202	"11/22/2010 5:30"	"11/23/2010 10:30"	30.0816	132.903	"HW 039"	FALSE	"Rainfall"	2010-11-22 13:32:00	2010-11-22	2010-11-22 11:30:00	2010-11-23 16:30:00	2599076.8128	132.903	29	2010-11-22 00:00:00	2010-11-22 23:00:00	13.21986071	0	0	0	0	1972417.27162203	1368916.4646332	1293007323.5559	54162063.0951254	2177901.93663579	2002003.53069637
"HW 040"	"34131 - 34130"	10341	"Honey"	"HW"	FALSE	"HW 040"	"11/29/2010 20:46"	"11/30/2010 18:10"	"11/30/2010 2:46"	"12/1/2010 0:10"	"29-Nov-10"	"1-Dec-10"	"Nov"	"Event"	"Rainfall "	"Rainfall "	"Rain"	0	0	0	0	9000	10400	7832827	331233	NA	44008	NA	47981	"11/29/2010 19:00"	"11/30/2010 22:30"	16.4018	45.4613	"HW 040"	FALSE	"Rainfall"	2010-11-30 02:46:00	2010-11-30	2010-11-30 01:00:00	2010-12-01 04:30:00	1417135.581375	45.46131	27.5	2010-11-29 23:00:00	2010-11-30 08:00:00	7.80732085	0	0	0	0	361159.297720745	417339.63292175	314322033.165344	13291986.4068817	1765988.70823273	1925420.47377101
"HW 041"	"34325 - 34324"	10359	"Honey"	"HW"	FALSE	"HW 041"	"12/11/2010 16:26"	"12/12/2010 18:19"	"12/11/2010 22:26"	"12/13/2010 0:19"	"11-Dec-10"	"13-Dec-10"	"Dec"	"Event"	"Mix"	"Mix"	"Rain"	0	0	0	0	2700	3500	4901986	327318	NA	31290	NA	19862	"12/11/2010 13:00"	"12/13/2010 0:30"	82.6166	202.46	"HW 041"	FALSE	"Mix"	2010-12-11 22:26:00	2010-12-11	2010-12-11 19:00:00	2010-12-13 06:30:00	7138070.26215	202.46	35.5	2010-12-11 20:00:00	2010-12-12 20:00:00	37.560588194	0	0	0	0	545744.629555791	707446.742016766	990826864.317656	66160015.0581268	6324573.87362989	4014659.19712486
"HW 042"	"34331 - 34330"	10364	"Honey"	"HW"	FALSE	"HW 042"	"12/19/2010 12:44"	"12/20/2010 9:07"	"12/19/2010 18:44"	"12/20/2010 15:07"	"19-Dec-10"	"20-Dec-10"	"Dec"	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	0	0	0	0	190	280	641767	53372	NA	16043	NA	28381	"12/19/2010 12:44"	"12/20/2010 9:07"	NA	NA	NA	NA	NA	2010-12-19 18:44:00	2010-12-19	2010-12-19 18:44:00	2010-12-20 15:07:00	130635.593715	2.007288	20.3833333333333	2010-12-19 18:00:00	2010-12-20 15:00:00	0	0	0	0	0	702.845732669674	1035.7726586711	2374016.82799062	197433.065494978	59346.0741537873	104986.656520516
"HW 043"	"34558 - 34557"	10454	"Honey"	"HW"	FALSE	"HW 043"	"1/5/2011 10:01"	"1/6/2011 8:20"	"1/5/2011 16:01"	"1/6/2011 14:20"	"5-Jan-11"	"6-Jan-11"	"Jan"	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	0	0	0	0	210	130	387152	105559	NA	10058	NA	12584	"1/5/2011 10:01"	"1/6/2011 8:20"	NA	NA	NA	NA	NA	2011-01-05 16:01:00	2011-01-05	2011-01-05 16:01:00	2011-01-06 14:20:00	135825.55347	2.303178	22.3166666666667	2011-01-05 21:00:00	2011-01-05 23:00:00	1.2552653	0	0	0	0	807.691785785531	499.999676914853	1489045.19166876	405995.8915035	38684.5903877661	48399.9687253578
"HW 044"	"34607 - 34606"	10469	"Honey"	"HW"	FALSE	"HW 044"	"2/16/2011 14:05"	"2/19/2011 21:22"	"2/16/2011 20:05"	"2/20/2011 3:22"	"16-Feb-11"	"21-Feb-11"	"Feb"	"Event"	"Mix"	"Mix"	"Baseflow"	0	0	0	0	0	100	200292	60030	NA	6983	NA	390	"2/16/2011 11:15"	"2/20/2011 3:00"	140.0043	132.903	"HW 044"	FALSE	"Mix"	2011-02-16 20:05:00	2011-02-16	2011-02-16 17:15:00	2011-02-20 09:00:00	12096403.78605	132.903	87.75	2011-02-16 17:00:00	2011-02-20 09:00:00	0	0	0	0	0	0	34253.2010324466	68606421.4119079	20562196.5797777	2391901.02809575	133587.484026542
"HW 045"	"34591 - 34590"	10477	"Honey"	"HW"	FALSE	"HW 045"	"2/28/2011 11:03"	"3/1/2011 14:43"	"2/28/2011 17:03"	"3/1/2011 20:43"	"28-Feb-11"	"1-Mar-11"	"Feb"	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	0.02	0	0.62	0.64	182	108	2813767	26091	NA	160716	NA	199107	"2/28/2011 11:03"	"3/1/2011 14:43"	NA	NA	NA	NA	NA	2011-02-28 17:03:00	2011-02-28	2011-02-28 17:03:00	2011-03-01 20:43:00	622528.609058	11.67652	27.6666666666667	2011-02-28 04:00:00	2011-02-28 06:00:00	0.70312175	0.352560942436531	0	10.9293892155324	11.281950157969	3208.30457617243	1903.82908915727	49601217.2658405	459933.377455576	2833109.22123147	3509867.57828551
"HW 046"	"34619 - 34618"	10480	"Honey"	"HW"	FALSE	"HW 046"	"3/9/2011 4:57"	"3/10/2011 8:31"	"3/9/2011 10:57"	"3/10/2011 14:31"	"9-Mar-11"	"10-Mar-11"	"Mar"	"Event"	"Snowmelt"	"Snowmelt"	"Rain"	0	0	5.89	5.89	1010	880	918152	73483	NA	36580	NA	27486	"3/9/2011 3:45"	"3/10/2011 10:15"	45.0967	76.3962	"HW 046"	FALSE	"Snowmelt"	2011-03-09 10:57:00	2011-03-09	2011-03-09 09:45:00	2011-03-10 16:15:00	3896357.1975	76.39618	30.5	2011-03-09 07:00:00	2011-03-09 23:00:00	18.71008928	0	0	649.858713782239	649.858713782239	111435.874519535	97092.6431457334	101302050.556297	8107566.70031583	4035964.64348969	3032600.44261776
"HW 047"	"34631 - 34630"	10489	"Honey"	"HW"	TRUE	"HW 047"	"3/14/2011 15:47"	"3/17/2011 8:02"	"3/14/2011 21:47"	"3/17/2011 14:02"	"14-Mar-11"	"17-Mar-11"	"Mar"	"Event"	"Snowmelt"	"Snowmelt"	"Baseflow"	0	0	0	0	447.550757220061	218.40863700389	400223.114125041	44551.0605090854	NA	6525.93941085677	NA	4462.15655705621	"3/14/2011 13:00"	"3/17/2011 10:40"	54.1536	34.5503	"HW 047"	TRUE	"Snowmelt"	2011-03-14 21:47:00	2011-03-14	2011-03-14 18:00:00	2011-03-17 15:40:00	8512286.0448	34.55029	69.6666666666667	2011-03-14 17:00:00	2011-03-17 15:00:00	0	0	0	0	0	107878.125965885	52645.4576930985	96470218.9048261	10738636.5456415	1573019.60158226	1075563.11630799
"HW 049"	"34657 - 34656"	10594	"Honey"	"HW"	FALSE	"HW 049"	"3/22/2011 13:45"	"3/23/2011 19:58"	"3/22/2011 19:45"	"3/24/2011 1:58"	"22-Mar-11"	"24-Mar-11"	"Mar"	"Event"	"Rainfall "	"Rainfall "	"Rain"	0	0	0	0	180	730	297429	51945	NA	8295	NA	3533	"3/22/2011 13:45"	"3/24/2011 4:00"	170.1828	326.3384	"HW 049"	FALSE	"Rainfall"	2011-03-22 19:45:00	2011-03-22	2011-03-22 18:45:00	2011-03-24 09:00:00	14703806.103	326.3384	38.25	2011-03-22 10:00:00	2011-03-24 00:00:00	15.448814947	0	0	0	0	74945.7759126896	303946.75786813	123839151.021863	21628101.832137	3453751.17330978	1471019.0349974
"HW 050"	"34673 - 34672"	10599	"Honey"	"HW"	FALSE	"HW 050"	"3/29/2011 8:46"	"3/30/2011 10:37"	"3/29/2011 14:46"	"3/30/2011 16:37"	"29-Mar-11"	"30-Mar-11"	"Mar"	"Baseflow"	"Baseflow"	"Baseflow"	"Baseflow"	0	0	0	0	102	44	319762	16158	NA	19590	NA	4845	"3/29/2011 8:46"	"3/30/2011 10:37"	NA	NA	NA	NA	NA	2011-03-29 14:46:00	2011-03-29	2011-03-29 13:46:00	2011-03-30 15:37:00	371843.68677	4.784716	25.85	2011-03-29 13:00:00	2011-03-30 15:00:00	0	0	0	0	0	1074.00294471592	463.295387916671	3366914.99615933	170134.701771763	206271.742029263	51015.1398740061
